[DEBUG] [2020-12-13 14:00:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 58cf327c95f4456890e29f750567207c, msgType : 19
[INFO] [2020-12-13 14:59:02] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@cc1cf1d6
[INFO] [2020-12-13 14:59:02] ContractABIDefinition.addFunction(84) |  name: companies, methodId: 0x2813d19d, methodSignature: companies(uint256), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1e4e9e35
[INFO] [2020-12-13 14:59:02] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1e4e9e35
[INFO] [2020-12-13 14:59:02] ContractABIDefinition.addFunction(84) |  name: Transfer, methodId: 0x2d339b1e, methodSignature: Transfer(address), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@94054807
[INFO] [2020-12-13 14:59:02] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@94054807
[INFO] [2020-12-13 14:59:02] ContractABIDefinition.addFunction(84) |  name: Transaction, methodId: 0xe6a9df23, methodSignature: Transaction(address,uint256,bool), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@c292c56
[INFO] [2020-12-13 14:59:02] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@c292c56
[INFO] [2020-12-13 14:59:02] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@4ec450ae
[INFO] [2020-12-13 14:59:02] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@47dbb1e2 
[INFO] [2020-12-13 14:59:02] ABIObjectFactory.createObject(30) |  name: receipts
[DEBUG] [2020-12-13 14:59:02] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 04131e097d1846a4856b1093f26e50f2, msgType : 18
[DEBUG] [2020-12-13 14:59:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 2dc1162574c94d358032c32fbf1e8256, msgType : 19
[DEBUG] [2020-12-13 14:59:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a554c7dd87ed4a3891d2312f0b51eaa8, msgType : 19
[DEBUG] [2020-12-13 14:59:05] ConsoleContractImpl.callContract(355) | sendCall request, params: [1], contractAddress: 0xea38c219bf89702841874af0d276b3bd9efecf20, contractName: SupplyChain, functionName:receipts, paramSize: 1
[INFO] [2020-12-13 14:59:05] ContractABIDefinition.addFunction(84) |  name: receipts, methodId: 0x0f7ee1ec, methodSignature: receipts(uint256), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@3af85df2
[INFO] [2020-12-13 14:59:05] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@3af85df2
[INFO] [2020-12-13 14:59:05] ContractABIDefinition.addFunction(84) |  name: GetDebt, methodId: 0x1c7c37f7, methodSignature: GetDebt(), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b2b641d4
[INFO] [2020-12-13 14:59:05] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b2b641d4
[INFO] [2020-12-13 14:59:05] ContractABIDefinition.addFunction(84) |  name: PayDebt, methodId: 0x21974999, methodSignature: PayDebt(address,uint256), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@cc1cf1d6
[INFO] [2020-12-13 14:59:05] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@cc1cf1d6
[INFO] [2020-12-13 14:59:05] ContractABIDefinition.addFunction(84) |  name: companies, methodId: 0x2813d19d, methodSignature: companies(uint256), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1e4e9e35
[INFO] [2020-12-13 14:59:05] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1e4e9e35
[INFO] [2020-12-13 14:59:05] ContractABIDefinition.addFunction(84) |  name: Transfer, methodId: 0x2d339b1e, methodSignature: Transfer(address), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@94054807
[INFO] [2020-12-13 14:59:05] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@94054807
[INFO] [2020-12-13 14:59:05] ContractABIDefinition.addFunction(84) |  name: Transaction, methodId: 0xe6a9df23, methodSignature: Transaction(address,uint256,bool), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@c292c56
[INFO] [2020-12-13 14:59:05] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@c292c56
[INFO] [2020-12-13 14:59:05] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@4ec450ae
[INFO] [2020-12-13 14:59:05] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@74cadd41 
[INFO] [2020-12-13 14:59:05] ABIObjectFactory.createObject(30) |  name: receipts
[DEBUG] [2020-12-13 14:59:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 6418f54262f142bab459efbc9846df13, msgType : 18
[INFO] [2020-12-13 14:59:05] ContractABIDefinition.addFunction(84) |  name: receipts, methodId: 0x0f7ee1ec, methodSignature: receipts(uint256), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@3af85df2
[INFO] [2020-12-13 14:59:05] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@3af85df2
[INFO] [2020-12-13 14:59:05] ContractABIDefinition.addFunction(84) |  name: GetDebt, methodId: 0x1c7c37f7, methodSignature: GetDebt(), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b2b641d4
[INFO] [2020-12-13 14:59:05] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b2b641d4
[INFO] [2020-12-13 14:59:05] ContractABIDefinition.addFunction(84) |  name: PayDebt, methodId: 0x21974999, methodSignature: PayDebt(address,uint256), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@cc1cf1d6
[INFO] [2020-12-13 14:59:05] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@cc1cf1d6
[INFO] [2020-12-13 14:59:05] ContractABIDefinition.addFunction(84) |  name: companies, methodId: 0x2813d19d, methodSignature: companies(uint256), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1e4e9e35
[INFO] [2020-12-13 14:59:05] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1e4e9e35
[INFO] [2020-12-13 14:59:05] ContractABIDefinition.addFunction(84) |  name: Transfer, methodId: 0x2d339b1e, methodSignature: Transfer(address), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@94054807
[INFO] [2020-12-13 14:59:05] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@94054807
[INFO] [2020-12-13 14:59:05] ContractABIDefinition.addFunction(84) |  name: Transaction, methodId: 0xe6a9df23, methodSignature: Transaction(address,uint256,bool), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@c292c56
[INFO] [2020-12-13 14:59:05] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@c292c56
[INFO] [2020-12-13 14:59:05] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@4ec450ae
[INFO] [2020-12-13 14:59:05] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@2e54db99 
[INFO] [2020-12-13 14:59:05] ABIObjectFactory.createObject(30) |  name: receipts
[DEBUG] [2020-12-13 14:59:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : bfd823b674ab420f83ad0ddb0288f315, msgType : 19
[DEBUG] [2020-12-13 14:59:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : eab2c29529814f598c7d082abc1c64ea, msgType : 19
[DEBUG] [2020-12-13 14:59:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d2b649435ad448358a4f19cda98113b2, msgType : 19
[DEBUG] [2020-12-13 14:59:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 3945587abc7748c3bc3aba2ef459c6d4, msgType : 19
[DEBUG] [2020-12-13 14:59:07] ConsoleContractImpl.callContract(355) | sendCall request, params: [2], contractAddress: 0xea38c219bf89702841874af0d276b3bd9efecf20, contractName: SupplyChain, functionName:receipts, paramSize: 1
[INFO] [2020-12-13 14:59:07] ContractABIDefinition.addFunction(84) |  name: receipts, methodId: 0x0f7ee1ec, methodSignature: receipts(uint256), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@3af85df2
[INFO] [2020-12-13 14:59:07] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@3af85df2
[INFO] [2020-12-13 14:59:07] ContractABIDefinition.addFunction(84) |  name: GetDebt, methodId: 0x1c7c37f7, methodSignature: GetDebt(), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b2b641d4
[INFO] [2020-12-13 14:59:07] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b2b641d4
[INFO] [2020-12-13 14:59:07] ContractABIDefinition.addFunction(84) |  name: PayDebt, methodId: 0x21974999, methodSignature: PayDebt(address,uint256), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@cc1cf1d6
[INFO] [2020-12-13 14:59:07] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@cc1cf1d6
[INFO] [2020-12-13 14:59:07] ContractABIDefinition.addFunction(84) |  name: companies, methodId: 0x2813d19d, methodSignature: companies(uint256), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1e4e9e35
[INFO] [2020-12-13 14:59:07] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1e4e9e35
[INFO] [2020-12-13 14:59:07] ContractABIDefinition.addFunction(84) |  name: Transfer, methodId: 0x2d339b1e, methodSignature: Transfer(address), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@94054807
[INFO] [2020-12-13 14:59:07] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@94054807
[INFO] [2020-12-13 14:59:07] ContractABIDefinition.addFunction(84) |  name: Transaction, methodId: 0xe6a9df23, methodSignature: Transaction(address,uint256,bool), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@c292c56
[INFO] [2020-12-13 14:59:07] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@c292c56
[INFO] [2020-12-13 14:59:07] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@4ec450ae
[INFO] [2020-12-13 14:59:07] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@55e8ec2f 
[INFO] [2020-12-13 14:59:07] ABIObjectFactory.createObject(30) |  name: receipts
[DEBUG] [2020-12-13 14:59:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7d04bf81163740779e1cccc344bc7aa0, msgType : 18
[INFO] [2020-12-13 14:59:07] ContractABIDefinition.addFunction(84) |  name: receipts, methodId: 0x0f7ee1ec, methodSignature: receipts(uint256), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@3af85df2
[INFO] [2020-12-13 14:59:07] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@3af85df2
[INFO] [2020-12-13 14:59:07] ContractABIDefinition.addFunction(84) |  name: GetDebt, methodId: 0x1c7c37f7, methodSignature: GetDebt(), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b2b641d4
[INFO] [2020-12-13 14:59:07] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b2b641d4
[INFO] [2020-12-13 14:59:07] ContractABIDefinition.addFunction(84) |  name: PayDebt, methodId: 0x21974999, methodSignature: PayDebt(address,uint256), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@cc1cf1d6
[INFO] [2020-12-13 14:59:07] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@cc1cf1d6
[INFO] [2020-12-13 14:59:07] ContractABIDefinition.addFunction(84) |  name: companies, methodId: 0x2813d19d, methodSignature: companies(uint256), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1e4e9e35
[INFO] [2020-12-13 14:59:07] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1e4e9e35
[INFO] [2020-12-13 14:59:07] ContractABIDefinition.addFunction(84) |  name: Transfer, methodId: 0x2d339b1e, methodSignature: Transfer(address), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@94054807
[INFO] [2020-12-13 14:59:07] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@94054807
[INFO] [2020-12-13 14:59:07] ContractABIDefinition.addFunction(84) |  name: Transaction, methodId: 0xe6a9df23, methodSignature: Transaction(address,uint256,bool), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@c292c56
[INFO] [2020-12-13 14:59:07] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@c292c56
[INFO] [2020-12-13 14:59:07] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@4ec450ae
[INFO] [2020-12-13 14:59:07] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@4f2613d1 
[INFO] [2020-12-13 14:59:07] ABIObjectFactory.createObject(30) |  name: receipts
[DEBUG] [2020-12-13 14:59:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 52657989dfa8469abf343c58539dc3d3, msgType : 19
[DEBUG] [2020-12-13 14:59:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 41d22f760ec243fa93a87806c3d9233c, msgType : 19
[DEBUG] [2020-12-13 14:59:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 835f61eb56bc43448c8218b2d989aef8, msgType : 19
[DEBUG] [2020-12-13 14:59:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 4d738cd28f7349abb2073ccf58f7317b, msgType : 19
[DEBUG] [2020-12-13 14:59:11] ConsoleContractImpl.callContract(355) | sendCall request, params: [0], contractAddress: 0xea38c219bf89702841874af0d276b3bd9efecf20, contractName: SupplyChain, functionName:receipts, paramSize: 1
[INFO] [2020-12-13 14:59:11] ContractABIDefinition.addFunction(84) |  name: receipts, methodId: 0x0f7ee1ec, methodSignature: receipts(uint256), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@3af85df2
[INFO] [2020-12-13 14:59:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@3af85df2
[INFO] [2020-12-13 14:59:11] ContractABIDefinition.addFunction(84) |  name: GetDebt, methodId: 0x1c7c37f7, methodSignature: GetDebt(), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b2b641d4
[INFO] [2020-12-13 14:59:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b2b641d4
[INFO] [2020-12-13 14:59:11] ContractABIDefinition.addFunction(84) |  name: PayDebt, methodId: 0x21974999, methodSignature: PayDebt(address,uint256), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@cc1cf1d6
[INFO] [2020-12-13 14:59:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@cc1cf1d6
[INFO] [2020-12-13 14:59:11] ContractABIDefinition.addFunction(84) |  name: companies, methodId: 0x2813d19d, methodSignature: companies(uint256), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1e4e9e35
[INFO] [2020-12-13 14:59:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1e4e9e35
[INFO] [2020-12-13 14:59:11] ContractABIDefinition.addFunction(84) |  name: Transfer, methodId: 0x2d339b1e, methodSignature: Transfer(address), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@94054807
[INFO] [2020-12-13 14:59:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@94054807
[INFO] [2020-12-13 14:59:11] ContractABIDefinition.addFunction(84) |  name: Transaction, methodId: 0xe6a9df23, methodSignature: Transaction(address,uint256,bool), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@c292c56
[INFO] [2020-12-13 14:59:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@c292c56
[INFO] [2020-12-13 14:59:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@4ec450ae
[INFO] [2020-12-13 14:59:11] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@6d24ffa1 
[INFO] [2020-12-13 14:59:11] ABIObjectFactory.createObject(30) |  name: receipts
[DEBUG] [2020-12-13 14:59:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 79ea8c25a58e4874b6ad3559ffea1e6e, msgType : 18
[INFO] [2020-12-13 14:59:11] ContractABIDefinition.addFunction(84) |  name: receipts, methodId: 0x0f7ee1ec, methodSignature: receipts(uint256), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@3af85df2
[INFO] [2020-12-13 14:59:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@3af85df2
[INFO] [2020-12-13 14:59:11] ContractABIDefinition.addFunction(84) |  name: GetDebt, methodId: 0x1c7c37f7, methodSignature: GetDebt(), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b2b641d4
[INFO] [2020-12-13 14:59:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b2b641d4
[INFO] [2020-12-13 14:59:11] ContractABIDefinition.addFunction(84) |  name: PayDebt, methodId: 0x21974999, methodSignature: PayDebt(address,uint256), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@cc1cf1d6
[INFO] [2020-12-13 14:59:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@cc1cf1d6
[INFO] [2020-12-13 14:59:11] ContractABIDefinition.addFunction(84) |  name: companies, methodId: 0x2813d19d, methodSignature: companies(uint256), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1e4e9e35
[INFO] [2020-12-13 14:59:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1e4e9e35
[INFO] [2020-12-13 14:59:11] ContractABIDefinition.addFunction(84) |  name: Transfer, methodId: 0x2d339b1e, methodSignature: Transfer(address), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@94054807
[INFO] [2020-12-13 14:59:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@94054807
[INFO] [2020-12-13 14:59:11] ContractABIDefinition.addFunction(84) |  name: Transaction, methodId: 0xe6a9df23, methodSignature: Transaction(address,uint256,bool), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@c292c56
[INFO] [2020-12-13 14:59:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@c292c56
[INFO] [2020-12-13 14:59:11] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@4ec450ae
[INFO] [2020-12-13 14:59:11] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@65a4798f 
[INFO] [2020-12-13 14:59:11] ABIObjectFactory.createObject(30) |  name: receipts
[DEBUG] [2020-12-13 14:59:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9ab8b564184c481ea7ea07600ac06705, msgType : 19
[DEBUG] [2020-12-13 14:59:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : db11dda565534d30b953d344c6c34807, msgType : 19
[DEBUG] [2020-12-13 14:59:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 13143a1eaa274efb839a1676f978695d, msgType : 19
[DEBUG] [2020-12-13 14:59:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 8ea4fef81fd343468604909f31680beb, msgType : 19
[DEBUG] [2020-12-13 14:59:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 2f5037b7b8404523920ce35d6235067c, msgType : 19
[DEBUG] [2020-12-13 14:59:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 4133416513d74f459fbb2b2c5ef03530, msgType : 19
[DEBUG] [2020-12-13 14:59:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 79050931b81a4418a4de6bac9fb38695, msgType : 19
[DEBUG] [2020-12-13 14:59:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d257e63d710349b1b916eb1156fb8134, msgType : 19
[DEBUG] [2020-12-13 14:59:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5cafb3ba1bf741d4803ea3d842ead550, msgType : 19
[DEBUG] [2020-12-13 14:59:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 9cb69f202f374fa9bf5c127333fffa28, msgType : 19
